project_id,project_start_date,project_end_date,type_of_project,project_status,reporter_id,approver_id,CLIENT_ID,tech_coe,proposition_coe,is_active_project,is_overrunning,days_until_end,ramp_down_window,tech_coe_primary
CLIENT_400_001,28-05-2024,13-09-2024,Client Project,COMPLETE,EMP22,EMP791,CLIENT_400,Data Engineering,Core Reporting,False,False,-652,none,Data Engineering
CLIENT_17_006,17-07-2023,01-09-2023,Client Project,COMPLETE,EMP474,EMP474,CLIENT_17,,,False,False,-1030,none,
CLIENT_13_009,05-12-2022,31-10-2023,Client Project,COMPLETE,EMP233,EMP277,CLIENT_13,,Managed Services,False,False,-970,none,
CLIENT_198_002,19-04-2021,31-01-2023,Client Project,COMPLETE,EMP210,EMP210,CLIENT_198,,,False,False,-1243,none,
CLIENT_137_003,07-04-2025,31-08-2026,Managed Services,ACTIVE,EMP322,EMP610,CLIENT_137,BI and Reporting,Managed Services,True,False,65,90_days,BI and Reporting
CLIENT_52_005,18-05-2026,14-09-2026,Client Project,DEAL WON,EMP27,EMP27,CLIENT_52,BI and Reporting;Consulting,Core Reporting,True,False,79,90_days,BI and Reporting
CLIENT_345_001,16-01-2020,02-04-2020,Client Project,COMPLETE,,,CLIENT_345,,,False,False,-2277,none,
CLIENT_9_192,01-01-2024,31-12-2025,Internal Project,ACTIVE,EMP676,EMP676,CLIENT_9,,,True,True,-178,none,
CLIENT_9_144,12-09-2022,02-12-2022,Internal Project,COMPLETE,EMP533,EMP533,CLIENT_9,,,False,False,-1303,none,
CLIENT_28_008,10-05-2021,02-07-2021,Client Project,COMPLETE,EMP700,EMP700,CLIENT_28,,,False,False,-1821,none,
CLIENT_9_033,01-09-2020,31-12-2022,Internal Project,COMPLETE,EMP483,EMP958,CLIENT_9,,,False,False,-1274,none,
CLIENT_39_020,19-10-2021,25-10-2021,Client Project,COMPLETE,EMP308,EMP308,CLIENT_39,,,False,False,-1706,none,
CLIENT_401_001,19-07-2021,02-08-2021,Client Project,COMPLETE,EMP474,EMP474,CLIENT_401,,,False,False,-1790,none,
CLIENT_296_002,24-11-2025,22-12-2025,Client Project,COMPLETE,EMP809,EMP244,CLIENT_296,BI and Reporting;Data Engineering,Core Reporting,False,False,-187,none,BI and Reporting
CLIENT_402_001,02-01-2023,13-01-2023,Client Project,COMPLETE,EMP98,EMP98,CLIENT_402,,,False,False,-1261,none,
CLIENT_251_002,17-10-2022,11-11-2022,Client Project,COMPLETE,EMP173,EMP791,CLIENT_251,,,False,False,-1324,none,
CLIENT_41_013,02-09-2019,31-10-2019,Client Project,COMPLETE,EMP801,EMP801,CLIENT_41,,,False,False,-2431,none,
CLIENT_53_011,01-07-2023,31-12-2023,Client Project,COMPLETE,EMP973,EMP550,CLIENT_53,,Managed Services,False,False,-909,none,
CLIENT_53_015,02-01-2024,28-06-2024,Client Project,COMPLETE,EMP973,EMP569,CLIENT_53,,Managed Services,False,False,-729,none,
CLIENT_154_002,26-01-2026,16-02-2026,Client Project,COMPLETE,EMP615,EMP1020,CLIENT_154,BI and Reporting,Core Reporting,False,False,-131,none,BI and Reporting
CLIENT_403_001,30-10-2023,22-12-2023,Client Project,COMPLETE,EMP306,EMP230,CLIENT_403,,Value Creation,False,False,-918,none,
CLIENT_201_001,12-06-2023,28-07-2023,Client Project,COMPLETE,EMP557,EMP535,CLIENT_201,,,False,False,-1065,none,
CLIENT_204_003,08-04-2024,10-05-2024,Client Project,COMPLETE,EMP688,EMP398,CLIENT_204,,Core Reporting,False,False,-778,none,
CLIENT_268_001,30-10-2023,10-11-2023,Client Project,COMPLETE,EMP836,EMP762,CLIENT_268,,Data Advisory,False,False,-960,none,
CLIENT_9_058,14-03-2022,22-04-2022,Internal Project,COMPLETE,EMP385,EMP385,CLIENT_9,,,False,False,-1527,none,
CLIENT_9_030,01-01-2020,31-12-2021,Internal Project,COMPLETE,EMP492,EMP492,CLIENT_9,,,False,False,-1639,none,
CLIENT_329_001,04-03-2024,14-06-2024,Client Project,COMPLETE,EMP276,EMP233,CLIENT_329,Data Engineering,Value Creation,False,False,-743,none,Data Engineering
CLIENT_78_004,13-05-2025,02-06-2025,Client Project,COMPLETE,EMP333,EMP490,CLIENT_78,Data Engineering,Core Reporting,False,False,-390,none,Data Engineering
CLIENT_404_001,16-05-2021,30-07-2021,Client Project,COMPLETE,EMP385,EMP385,CLIENT_404,,,False,False,-1793,none,
CLIENT_149_004,08-04-2024,07-04-2025,Managed Services,COMPLETE,,EMP194,CLIENT_149,Software Development and LLMs,Managed Services,False,False,-446,none,Software Development and LLMs
CLIENT_199_007,13-04-2026,08-06-2026,Client Project,PROPOSE,EMP874,EMP1031,CLIENT_199,Data Science & ML,Value Creation,False,False,-19,none,Data Science & ML
CLIENT_243_002,19-02-2024,10-05-2024,Client Project,COMPLETE,EMP812,EMP151,CLIENT_243,Software Development and LLMs;Data Engineering,Value Creation,False,False,-778,none,Software Development and LLMs
CLIENT_9_159,01-01-2023,31-01-2023,Internal Project,COMPLETE,EMP398,EMP398,CLIENT_9,,,False,False,-1243,none,
CLIENT_65_007,20-09-2022,28-10-2022,Client Project,COMPLETE,EMP836,EMP836,CLIENT_65,,,False,False,-1338,none,
CLIENT_405_001,22-07-2019,23-02-2020,Client Project,COMPLETE,EMP821,EMP9,CLIENT_405,,,False,False,-2316,none,
CLIENT_127_002,01-08-2022,31-12-2030,BAU Activity,ACTIVE,EMP46,EMP301,CLIENT_127,,,True,False,1648,none,
CLIENT_215_003,05-01-2026,27-02-2026,Client Project,COMPLETE,EMP811,EMP811,CLIENT_215,BI and Reporting;Data Engineering,Exit Support,False,False,-120,none,BI and Reporting
CLIENT_250_005,13-01-2025,21-03-2025,Client Project,COMPLETE,EMP994,EMP22,CLIENT_250,BI and Reporting,Due Diligence,False,False,-463,none,BI and Reporting
CLIENT_86_011,25-10-2022,07-02-2023,Client Project,COMPLETE,EMP1011,EMP1011,CLIENT_86,,,False,False,-1236,none,
CLIENT_28_004,01-02-2021,02-04-2021,Client Project,COMPLETE,EMP263,,CLIENT_28,,,False,False,-1912,none,
CLIENT_169_003,21-04-2025,06-06-2025,Managed Services,COMPLETE,EMP557,EMP102,CLIENT_169,BI and Reporting,Managed Services,False,False,-386,none,BI and Reporting
CLIENT_139_004,01-01-2021,28-02-2021,Client Project,COMPLETE,,EMP9,CLIENT_139,,,False,False,-1945,none,
CLIENT_406_001,25-03-2024,05-04-2024,Client Project,COMPLETE,EMP173,EMP231,CLIENT_406,,Exit Support,False,False,-813,none,
CLIENT_21_007,20-09-2021,08-10-2021,Client Project,COMPLETE,EMP263,,CLIENT_21,,,False,False,-1723,none,
CLIENT_195_002,05-05-2025,18-07-2025,Client Project,COMPLETE,EMP22,EMP233,CLIENT_195,Data Engineering,Core Reporting,False,False,-344,none,Data Engineering
CLIENT_9_176,02-10-2023,27-09-2024,Client Project,COMPLETE,EMP668,EMP668,CLIENT_9,,,False,False,-638,none,
CLIENT_9_001,01-01-2019,28-02-2019,Internal Project,COMPLETE,EMP801,EMP801,CLIENT_9,,,False,False,-2676,none,
CLIENT_127_027,01-01-2020,31-12-2020,BAU Activity,COMPLETE,EMP355,EMP9,CLIENT_127,,,False,False,-2004,none,
CLIENT_407_003,03-06-2025,16-06-2025,Client Project,COMPLETE,EMP533,EMP1011,CLIENT_407,Data Engineering,Core Reporting,False,False,-376,none,Data Engineering
CLIENT_408_001,22-04-2025,28-04-2025,Client Project,COMPLETE,EMP732,EMP935,CLIENT_408,Data Engineering,Core Reporting,False,False,-425,none,Data Engineering
CLIENT_409_001,09-11-2021,13-12-2021,Client Project,COMPLETE,EMP263,,CLIENT_409,,,False,False,-1657,none,
CLIENT_191_003,16-09-2019,30-04-2020,Client Project,COMPLETE,EMP474,EMP474,CLIENT_191,,,False,False,-2249,none,
CLIENT_168_005,25-08-2025,21-12-2025,Client Project,COMPLETE,EMP322,EMP322,CLIENT_168,BI and Reporting,Core Reporting,False,False,-188,none,BI and Reporting
CLIENT_9_111,04-07-2022,12-08-2022,Internal Project,COMPLETE,EMP385,EMP385,CLIENT_9,,,False,False,-1415,none,
CLIENT_39_045,10-05-2023,19-05-2023,Client Project,COMPLETE,EMP768,EMP768,CLIENT_39,,,False,False,-1135,none,
CLIENT_130_004,10-03-2025,11-04-2025,Client Project,COMPLETE,EMP210,EMP445,CLIENT_130,Data Engineering,Data Advisory,False,False,-442,none,Data Engineering
CLIENT_9_157,01-11-2022,30-12-2022,Internal Project,COMPLETE,EMP233,EMP30,CLIENT_9,,,False,False,-1275,none,
CLIENT_135_001,15-07-2021,31-08-2021,Client Project,COMPLETE,EMP173,EMP173,CLIENT_135,,,False,False,-1761,none,
CLIENT_146_003,02-06-2025,17-08-2025,Client Project,COMPLETE,EMP22,EMP1011,CLIENT_146,Data Engineering;BI and Reporting;Consulting,Core Reporting,False,False,-314,none,Data Engineering
CLIENT_88_001,06-04-2021,08-04-2021,Client Project,COMPLETE,EMP474,EMP474,CLIENT_88,,,False,False,-1906,none,
CLIENT_42_011,25-09-2023,27-10-2023,Client Project,COMPLETE,EMP661,EMP425,CLIENT_42,,Core Reporting,False,False,-974,none,
CLIENT_141_002,01-07-2024,09-08-2024,Client Project,COMPLETE,EMP1036,EMP882,CLIENT_141,Data Engineering,Exit Support,False,False,-687,none,Data Engineering
CLIENT_9_118,04-07-2022,12-08-2022,Internal Project,COMPLETE,EMP533,EMP210,CLIENT_9,,,False,False,-1415,none,
CLIENT_410_001,03-06-2026,24-06-2026,Client Project,DEAL WON,EMP890,EMP438,CLIENT_410,BI and Reporting,Exit Support,True,False,-3,30_days,BI and Reporting
CLIENT_9_137,12-09-2022,02-12-2022,Internal Project,COMPLETE,EMP1042,EMP231,CLIENT_9,,,False,False,-1303,none,
CLIENT_72_002,17-10-2022,02-12-2022,Client Project,COMPLETE,EMP308,EMP308,CLIENT_72,,,False,False,-1303,none,
CLIENT_231_003,06-07-2026,17-08-2026,Client Project,PROPOSE,EMP847,EMP529,CLIENT_231,Data Science & ML,Value Creation,False,False,51,none,Data Science & ML
CLIENT_38_003,10-04-2025,22-08-2025,Client Project,COMPLETE,EMP192,EMP973,CLIENT_38,Data Engineering;Consulting,Core Reporting,False,False,-309,none,Data Engineering
CLIENT_17_005,19-06-2023,30-06-2023,Client Project,COMPLETE,EMP474,EMP474,CLIENT_17,,,False,False,-1093,none,
CLIENT_80_010,01-04-2025,21-04-2025,Managed Services,COMPLETE,EMP195,EMP233,CLIENT_80,BI and Reporting,Core Reporting,False,False,-432,none,BI and Reporting
CLIENT_61_002,06-12-2024,28-02-2025,Managed Services,COMPLETE,EMP684,EMP398,CLIENT_61,Data Engineering;BI and Reporting,Managed Services,False,False,-484,none,Data Engineering
CLIENT_103_006,01-09-2021,30-09-2021,Client Project,COMPLETE,EMP903,EMP903,CLIENT_103,,,False,False,-1731,none,
CLIENT_12_006,03-01-2022,31-03-2022,Client Project,COMPLETE,EMP263,EMP676,CLIENT_12,,,False,False,-1549,none,
CLIENT_9_094,02-05-2022,10-06-2022,Internal Project,COMPLETE,EMP308,EMP308,CLIENT_9,,,False,False,-1478,none,
CLIENT_117_001,27-09-2020,30-11-2020,Client Project,COMPLETE,,,CLIENT_117,,,False,False,-2035,none,
CLIENT_95_003,03-11-2025,12-12-2025,Client Project,COMPLETE,EMP346,EMP56,CLIENT_95,BI and Reporting,Managed Service,False,False,-197,none,BI and Reporting
CLIENT_88_009,17-07-2023,04-08-2023,Client Project,COMPLETE,EMP768,EMP768,CLIENT_88,,,False,False,-1058,none,
CLIENT_53_003,04-01-2021,31-12-2021,Client Project,COMPLETE,EMP263,,CLIENT_53,,,False,False,-1639,none,
CLIENT_371_002,26-09-2021,22-10-2021,Client Project,COMPLETE,EMP557,EMP535,CLIENT_371,,,False,False,-1709,none,
CLIENT_10_015,27-04-2026,11-05-2026,Client Project,COMPLETE,,EMP288,CLIENT_10,Data Engineering;BI and Reporting,Core Reporting,False,False,-47,none,Data Engineering
CLIENT_43_012,12-09-2021,31-12-2021,Client Project,COMPLETE,EMP385,EMP385,CLIENT_43,,,False,False,-1639,none,
CLIENT_21_011,01-02-2019,30-11-2019,Client Project,COMPLETE,EMP821,EMP821,CLIENT_21,,,False,False,-2401,none,
CLIENT_83_004,03-04-2023,30-06-2023,Client Project,COMPLETE,EMP398,EMP749,CLIENT_83,,,False,False,-1093,none,
CLIENT_9_002,01-01-2019,31-12-2019,Internal Project,COMPLETE,,,CLIENT_9,,,False,False,-2370,none,
CLIENT_113_003,12-01-2026,09-02-2026,Client Project,COMPLETE,EMP275,EMP167,CLIENT_113,Data Engineering;BI and Reporting,Core Reporting,False,False,-138,none,Data Engineering
CLIENT_13_007,14-06-2021,31-12-2022,Client Project,COMPLETE,EMP845,EMP882,CLIENT_13,,,False,False,-1274,none,
CLIENT_135_007,01-04-2025,28-04-2025,Client Project,COMPLETE,EMP1012,EMP195,CLIENT_135,,Value Creation,False,False,-425,none,
CLIENT_411_001,01-12-2019,29-02-2020,Client Project,COMPLETE,EMP173,EMP173,CLIENT_411,,,False,False,-2310,none,
CLIENT_357_002,04-05-2026,10-08-2026,Client Project,ACTIVE,EMP27,EMP882,CLIENT_357,Data Engineering;BI and Reporting,Core Reporting,True,False,44,60_days,Data Engineering
CLIENT_9_135,12-09-2022,30-12-2022,Internal Project,COMPLETE,EMP385,EMP293,CLIENT_9,,,False,False,-1275,none,
CLIENT_412_001,06-04-2026,15-05-2026,Client Project,COMPLETE,EMP195,EMP569,CLIENT_412,Consulting,Value Creation,False,False,-43,none,Consulting
CLIENT_207_002,28-04-2025,25-05-2025,Client Project,CLOSED,EMP596,EMP231,CLIENT_207,BI and Reporting,Core Reporting,False,False,-398,none,BI and Reporting
CLIENT_390_003,31-03-2025,12-12-2025,Client Project,ACTIVE,EMP812,EMP90,CLIENT_390,Data Engineering,Core Reporting,True,True,-197,none,Data Engineering
CLIENT_250_008,12-01-2026,20-01-2026,Client Project,COMPLETE,EMP847,EMP314,CLIENT_250,BI and Reporting,Due Diligence,False,False,-158,none,BI and Reporting
CLIENT_98_005,01-01-2021,29-12-2023,Client Project,COMPLETE,EMP492,EMP492,CLIENT_98,,,False,False,-911,none,
CLIENT_413_001,04-06-2025,20-06-2025,Client Project,COMPLETE,EMP732,EMP231,CLIENT_413,Data Science & ML,Value Creation,False,False,-372,none,Data Science & ML
CLIENT_55_002,02-06-2025,27-07-2025,Client Project,CLOSED,EMP615,EMP293,CLIENT_55,Data Engineering,Core Reporting,False,False,-335,none,Data Engineering
CLIENT_243_004,10-12-2024,20-01-2025,Client Project,COMPLETE,EMP571,EMP68,CLIENT_243,Consulting;Gen AI,Value Creation,False,False,-523,none,Consulting
CLIENT_183_004,13-04-2026,18-05-2026,Client Project,COMPLETE,EMP974,EMP194,CLIENT_183,Data Engineering,Core Reporting,False,False,-40,none,Data Engineering
CLIENT_308_008,01-06-2026,30-11-2026,Client Project,DEAL WON,EMP331,EMP610,CLIENT_308,BI and Reporting,Managed Service,True,False,156,none,BI and Reporting
CLIENT_277_002,25-10-2022,05-12-2022,Client Project,COMPLETE,EMP958,EMP676,CLIENT_277,,,False,False,-1300,none,
CLIENT_39_016,22-08-2021,03-09-2021,Client Project,COMPLETE,EMP903,EMP903,CLIENT_39,,,False,False,-1758,none,
CLIENT_20_016,03-01-2023,30-06-2023,Client Project,COMPLETE,EMP903,EMP903,CLIENT_20,,,False,False,-1093,none,
CLIENT_118_006,11-03-2022,18-03-2022,Client Project,COMPLETE,EMP385,EMP385,CLIENT_118,,,False,False,-1562,none,
CLIENT_98_007,26-06-2023,27-10-2023,Client Project,COMPLETE,EMP492,EMP98,CLIENT_98,,Managed Services,False,False,-974,none,
CLIENT_12_020,01-07-2024,23-08-2024,Client Project,COMPLETE,EMP973,EMP425,CLIENT_12,Data Engineering,Core Reporting,False,False,-673,none,Data Engineering
CLIENT_53_016,01-07-2024,30-12-2024,Client Project,COMPLETE,EMP215,EMP569,CLIENT_53,,Managed Services,False,False,-544,none,
CLIENT_252_002,08-09-2025,19-12-2025,Client Project,COMPLETE,EMP320,EMP803,CLIENT_252,Data Engineering,Core Reporting,False,False,-190,none,Data Engineering
CLIENT_229_003,10-04-2023,02-06-2023,Client Project,COMPLETE,EMP233,EMP293,CLIENT_229,,,False,False,-1121,none,
CLIENT_72_004,09-05-2023,23-05-2023,Client Project,COMPLETE,EMP684,EMP684,CLIENT_72,,Core Reporting,False,False,-1131,none,
CLIENT_414_,01-01-2022,31-12-2030,Sales Activity,PROPOSE,EMP9,EMP9,CLIENT_414,,,False,False,1648,none,
CLIENT_103_012,19-10-2023,31-12-2023,Client Project,COMPLETE,EMP596,EMP596,CLIENT_103,,Exit Support,False,False,-909,none,
CLIENT_9_112,04-07-2022,12-08-2022,Internal Project,COMPLETE,EMP385,EMP385,CLIENT_9,,,False,False,-1415,none,
CLIENT_401_002,17-06-2024,29-07-2024,Client Project,COMPLETE,EMP446,EMP446,CLIENT_401,,Value Creation,False,False,-698,none,
CLIENT_9_275,12-06-2026,30-09-2026,Internal Project,ACTIVE,EMP178,EMP791,CLIENT_9,,,True,False,95,none,
CLIENT_415_001,04-07-2022,01-01-2023,Client Project,COMPLETE,EMP408,EMP408,CLIENT_415,,,False,False,-1273,none,
CLIENT_19_005,14-07-2025,03-10-2025,Client Project,COMPLETE,EMP847,EMP68,CLIENT_19,Data Science & ML,Value Creation,False,False,-267,none,Data Science & ML
CLIENT_69_002,14-03-2022,14-04-2022,Client Project,COMPLETE,,,CLIENT_69,,,False,False,-1535,none,
CLIENT_4_005,01-05-2023,02-06-2023,Client Project,COMPLETE,EMP557,EMP393,CLIENT_4,,,False,False,-1121,none,
CLIENT_9_027,24-02-2020,08-09-2022,Internal Project,COMPLETE,EMP821,EMP821,CLIENT_9,,,False,False,-1388,none,
CLIENT_416_001,05-04-2020,30-04-2020,Client Project,COMPLETE,EMP308,EMP9,CLIENT_416,,,False,False,-2249,none,
CLIENT_39_005,25-01-2021,28-01-2021,Client Project,COMPLETE,EMP903,EMP903,CLIENT_39,,,False,False,-1976,none,
CLIENT_210_002,20-01-2025,16-03-2025,Client Project,COMPLETE,EMP195,EMP398,CLIENT_210,Gen AI,Value Creation,False,False,-468,none,Gen AI
CLIENT_39_058,25-09-2023,27-09-2023,Client Project,COMPLETE,EMP233,EMP68,CLIENT_39,,Due Diligence,False,False,-1004,none,
CLIENT_417_002,27-01-2025,28-03-2025,Client Project,COMPLETE,EMP276,EMP276,CLIENT_417,Data Science & ML,Value Creation,False,False,-456,none,Data Science & ML
CLIENT_88_004,04-01-2022,31-01-2022,Client Project,COMPLETE,EMP308,EMP308,CLIENT_88,,,False,False,-1608,none,
CLIENT_9_248,01-03-2025,31-12-2026,Internal Project,ACTIVE,EMP529,EMP648,CLIENT_9,,,True,False,187,none,
CLIENT_348_004,10-11-2025,31-08-2026,Managed Services,COMPLETE,EMP1036,EMP102,CLIENT_348,Data Engineering,Managed Services,False,False,65,none,Data Engineering
CLIENT_250_007,08-04-2025,14-04-2025,Client Project,COMPLETE,EMP22,EMP22,CLIENT_250,BI and Reporting,Due Diligence,False,False,-439,none,BI and Reporting
CLIENT_172_002,24-03-2025,25-07-2025,Client Project,CLOSED,EMP907,EMP231,CLIENT_172,Consulting;Data Engineering;BI and Reporting,Core Reporting,False,False,-337,none,Consulting
CLIENT_193_001,13-09-2021,31-01-2022,Client Project,COMPLETE,,,CLIENT_193,,,False,False,-1608,none,
CLIENT_76_004,03-06-2025,25-07-2025,Client Project,COMPLETE,EMP661,EMP252,CLIENT_76,Full Stack Engineering;Data Engineering;BI and Reporting,Core Reporting,False,False,-337,none,Full Stack Engineering
CLIENT_21_006,03-08-2021,11-08-2021,Client Project,COMPLETE,EMP263,,CLIENT_21,,,False,False,-1781,none,
CLIENT_295_004,15-04-2025,31-12-2025,Client Project,COMPLETE,EMP1031,EMP762,CLIENT_295,Data Engineering,Core Reporting,False,False,-178,none,Data Engineering
CLIENT_418_001,16-07-2024,30-07-2024,Client Project,COMPLETE,EMP557,EMP535,CLIENT_418,,Core Reporting,False,False,-697,none,
CLIENT_419_001,02-02-2026,16-02-2026,Client Project,COMPLETE,EMP609,EMP161,CLIENT_419,Data Engineering;BI and Reporting,Core Reporting,False,False,-131,none,Data Engineering
CLIENT_317_003,07-03-2022,29-04-2022,Client Project,COMPLETE,,,CLIENT_317,,,False,False,-1520,none,
CLIENT_39_034,01-04-2022,01-04-2022,Client Project,COMPLETE,,,CLIENT_39,,,False,False,-1548,none,
CLIENT_223_003,11-11-2024,09-02-2025,Client Project,COMPLETE,EMP210,EMP161,CLIENT_223,Data Engineering,Core Reporting,False,False,-503,none,Data Engineering
CLIENT_9_022,01-01-2020,31-12-2020,Internal Project,COMPLETE,EMP676,EMP676,CLIENT_9,,,False,False,-2004,none,
CLIENT_73_001,27-11-2023,09-12-2023,Client Project,COMPLETE,EMP1031,EMP535,CLIENT_73,,Exit Support,False,False,-931,none,
CLIENT_9_150,12-09-2022,02-12-2022,Internal Project,COMPLETE,EMP173,EMP173,CLIENT_9,,,False,False,-1303,none,
CLIENT_417_001,18-09-2024,31-01-2025,Client Project,COMPLETE,EMP768,EMP161,CLIENT_417,Data Science,Value Creation,False,False,-512,none,Data Science
CLIENT_69_001,21-10-2020,25-11-2020,Client Project,COMPLETE,EMP903,EMP903,CLIENT_69,,,False,False,-2040,none,
CLIENT_292_005,05-03-2019,05-04-2019,Client Project,COMPLETE,,,CLIENT_292,,,False,False,-2640,none,
CLIENT_9_101,04-07-2022,12-08-2022,Internal Project,COMPLETE,EMP474,EMP474,CLIENT_9,,,False,False,-1415,none,
CLIENT_420_001,27-07-2024,31-08-2024,Client Project,COMPLETE,EMP333,EMP398,CLIENT_420,,Due Diligence,False,False,-665,none,
CLIENT_39_006,17-02-2021,26-02-2021,Client Project,COMPLETE,EMP308,EMP308,CLIENT_39,,,False,False,-1947,none,
CLIENT_215_005,02-03-2026,16-03-2026,Client Project,ACTIVE,EMP322,EMP807,CLIENT_215,BI and Reporting,Exit Support,True,True,-103,none,BI and Reporting
CLIENT_216_003,27-05-2026,24-06-2026,Client Project,ACTIVE,EMP1021,EMP288,CLIENT_216,BI and Reporting,Core Reporting,True,True,-3,none,BI and Reporting
CLIENT_9_011,01-02-2019,28-02-2019,Internal Project,COMPLETE,EMP821,EMP821,CLIENT_9,,,False,False,-2676,none,
CLIENT_9_166,16-01-2023,31-12-2023,Internal Project,COMPLETE,EMP308,EMP958,CLIENT_9,,,False,False,-909,none,
CLIENT_9_130,12-09-2022,02-12-2022,Internal Project,COMPLETE,EMP474,EMP233,CLIENT_9,,,False,False,-1303,none,
CLIENT_407_001,14-12-2024,01-02-2025,Client Project,COMPLETE,EMP655,EMP1011,CLIENT_407,Data Engineering,Core Reporting,False,False,-511,none,Data Engineering
CLIENT_20_017,02-02-2023,30-08-2025,Managed Services,COMPLETE,EMP762,EMP403,CLIENT_20,,Managed Services,False,False,-301,none,
CLIENT_421_001,20-11-2024,28-02-2025,Client Project,COMPLETE,EMP1012,EMP747,CLIENT_421,Consulting,Value Creation,False,False,-484,none,Consulting
CLIENT_12_018,03-06-2024,02-09-2024,Client Project,COMPLETE,EMP676,EMP676,CLIENT_12,Software Development and LLMs,Managed Services,False,False,-663,none,Software Development and LLMs
CLIENT_399_001,07-11-2022,18-11-2022,Client Project,COMPLETE,EMP408,EMP231,CLIENT_399,,,False,False,-1317,none,
CLIENT_343_004,29-04-2025,31-08-2026,Managed Services,ACTIVE,EMP684,EMP57,CLIENT_343,BI and Reporting,Managed Services,True,False,65,90_days,BI and Reporting
CLIENT_279_005,15-06-2026,06-07-2026,Client Project,PROPOSE,EMP436,EMP762,CLIENT_279,BI and Reporting;Data Engineering;Consulting,Core Reporting,False,False,9,none,BI and Reporting
